6.070,South America,Pumasillo,Peru
6.060,South America,Guallatiri,Bolivia
6.057,South America,Chachani,Peru
6.050,South America,Acotango,Bolivia
6.030,South America,Cienaga,Argentina
6.000,South America,Nevado Acay,Argentina
5.988,South America,Tacora,Bolivia
5.971,South America,Sairecabur,Chile
5.895,Africa,Kilimanjaro,Tanzania
5.951,North America,Logan,Canada
5.947,South America,AlpaMayo,Peru
5.921,South America,Licancabur,Bolivia/Chile
5.897,South America,Ticlla,Peru
5.896,South America,Cotopaxi,Ecuador
5.881,Asia,Hkakabo Razi,Burma
5.868,South America,Mururata,Bolivia
5.850,South America,Volcan San Jose,Chile/Argentina
5.840,South America,Cayambe,Ecuador
5.822,South America,El Misti,Peru
5.795,South America,Champara,Peru
5.776,South America,Simon Bolivar,Colombia
5.776,South America,Cristobal Colon,Colombia
5.754,North America,Citlaltepetl (el Pico de Orizaba),Mexico
5.753,South America,Antisana,Ecuador
5.750,South America,Huaycay Huilque,Peru
5.748,South America,Gigante Grande,Bolivia
5.735,South America,Urusa,Peru
5.730,South America,Tunshu,Peru
5.723,South America,Cashan,Peru
5.721,South America,Cayesh,Peru
5.706,South America,Santa Rosa,Peru
5.688,South America,Murrorajo,Peru
5.679,South America,Machu Sochi Conchi,Bolivia
5.675,South America,Lascar,Chile
5.671,Asia,Damavand,Iran
5.650,South America,Raujunte,Peru
5.648,South America,Condoriri,Bolivia
5.633,Europe,Elbrus,Russia
5.640,South America,Soral Oeste,Bolivia
5.592,South America,Katantica,Bolivia
5.557,South America,Jallacata,Peru
5.556,South America,Surihuiri,Peru
5.512,South America,Yankho Huyo,Bolivia
5.493,South America,Ritacuba Blanco,Colombia
5.490,North America,Mt St Elias,Canada
5.485,South America,Castillo,Argentina/Chile
5.472,South America,Yana Cuchilla,Peru
5.465,South America,El Altar (Obispo),Ecuador
5.463,South America,Chinchina,Peru
5.452,North America,Popocatepetl,Mexico
5.450,South America,Cerro El Plomo,Chile
5.450,South America,Cerro Burro,Peru
5.447,Asia,Bogda Shan,China
5.420,South America,Cunurana,Peru
5.365,South America,Pico Mayor,Colombia
5.350,South America,Aricoma,Peru
5.335,South America,Nevado El Ruiz,Colombia
5.305,South America,Iliniza Sur,Ecuador
5.303,North America,Foraker,Alaska
5.294,South America,Cerro Quenamari,Peru
5.290,South America,Volcan Maipo,Argentina/Chile
5.286,North America,Ixaccihuatl,Mexico
5.275,South America,San Julian,Peru
5.230,South America,Sangay,Ecuador
5.228,North America,Lucania,Canada
5.222,South America,El Altar,Chile
5.215,South America,Tolima,Colombia
5.201,Europe,Rustaveli,Georgia
5.201,Africa,Batian Peak (Mt Kenya),Kenya
5.200,South America,San Francisco,Chile
5.200,South America,Morado,Chile
5.200,Africa,Kirinyaga,Kenya
5.198,Europe,Dykh-Tau,Georgia
5.190,Africa,Nelion,Kenya
5.189,South America,Sosneado,Argentina/Chile
5.165,Asia,Mt Ararat (Buyukagri Dagi),Turkey
5.143,Asia,Shah Fuladi,Afganistan
5.140,The Poles,Vinson Massif,Antarctica
5.119,Africa,Margherita Peak,Zaire/Uganda
5.116,South America,Iliniza Norte,Ecuador
5.110,Africa,Stanley,Uganda/Zaire
5.100,South America,Cerro Negro,Chile
5.097,South America,Cerro Guane Guane,Chile
5.087,South America,Tungurahua,Ecuador
5.074,North America,Steele,Canada
5.047,Europe,Kazbek,Georgia
5.037,North America,Mt Blackburn,Alaska
5.030,Oceania,Puncak Jaya,Indonesia/ New Guinea
5.007,South America,Pico Bolivar,Venezuela
5.006,North America,Mt Bona,Alaska
5.000,South America,La Paloma,Chile
4.941,North America,Mt Sanford,Alaska
4.890,Africa,Mt Speke,Zaire/Uganda
4.862,Oceania,Naga Pulu,Indonesia
4.844,Africa,Mt Baker,Zaire/Uganda
4.843,North America,Mt Wood,Canada
4.840,Asia,Alum Kuh,Iran
4.821,Asia,Sabalon Kuh,Iran
4.807,Europe,Monte Bianco,France/Italy
4.792,Africa,Mt Emin,Zaire/Uganda
4.786,North America,Mt Vancouver,Canada
4.765,South America,Pico Espejoe,Venezuela
4.756,South America,Volcan de Purace,Colombia
4.751,Asia,Trikora,Indonesia/ New Guinea
4.750,Europe,Klyuchevskaya,Russia
4.750,Asia,Shakhak,Iran
4.717,Africa,Mt Gessi,Zaire/Uganda
4.710,Asia,Khersan,Iran
4.710,Europe,Ushba,Georgia
4.701,Asia,Mandala,Indonesia/ New Guinea
4.671,North America,Mt Fairweather,Canada/Alaska
4.660,North America,Teyotl,Mexico
4.620,Africa,Ras Dashen,Ethiopia
4.659,Asia,Takht-e-Solaiman,Iran
4.634,Europe,Monte Rosa,Italy/Switzerland
4.627,Africa,Mt Savoia,Zaire/Uganda
4.600,Asia,Siah Sang,Iran
4.580,Asia,Marjinkesh,Iran
4.565,Africa,Meru,Tanzania
4.564,North America,Nevado de Toluca,Mexico
4.558,North America,Mt Hubbard,Canada
4.548,Asia,Zardeh,Iran
4.545,Europe,Dom,Switzerland/Italy
4.537,Asia,Haftkhan,Iran
4.528,The Poles,Kirkpatrick,Antarctica
4.527,North America,Mt Bear,Canada
4.516,Asia,Chaloun,Iran
4.510,Oceania,Mt Wilhelm,Papua New Guinea
4.507,Africa,Karisimbi,Rwanda/Zaire
4.506,Asia,Mt Belukha,Russia
4.506,North America,Mt Walsh,Canada
4.505,Europe,Weisshorn,Switzerland
4.504,Asia,Siah Kamaan,Iran
4.500,Asia,Rostamnisht,Iran
4.500,Asia,Siahgug,Iran
4.478,Europe,Cervino (Matterhorn),Italy/Switzerland
4.472,Africa,Waynobar,Ethiopia
4.465,Asia,Shanehkouh,Iran
4.450,Asia,Dena,Iran
4.461,North America,La Malinche,Mexico
4.453,North America,Tliltepetl,Mexico
4.450,North America,Tzapotepetl,Mexico
4.445,North America,Hunter,Alaska
4.437,Africa,Mikeno,Rwanda/Zaire
4.437,Africa,Buahit,Ethiopia
4.434,Europe,Suphan Dagi,Turkey
4.421,North America,Mt Alverstone,Canada
4.420,Asia,Hazar,Iran
4.421,North America,Mt Whitney,California
4.416,Africa,Abba Yared,Ethiopia
4.412,Asia,Kalahoo,Iran
4.399,North America,Mt Elbert,Colorado
4.396,North America,Mt Massive,Colorado
4.395,North America,Mt Harvard,Colorado
4.393,North America,Mt Rainier,Washington
4.391,Africa,Portal Peaks,Zaire/Uganda
4.384,North America,Williamson,California
4.378,Asia,Menareh,Iran
4.375,Asia,Kholeno,Iran
4.375,Asia,Azadkuh,Iran
4.375,Asia,Paloun Gardan,Iran
4.373,North America,Mt Blanca,Colorado
4.370,North America,La Plata,Colorado
4.368,Oceania,Giluwe,Papua New Guinea
4.362,North America,Uncompahgre,Colorado
4.357,North America,Crestone Peak,Colorado
4.357,Europe,Dente Blanche,Switzerland/Italy
4.355,North America,Mt Lincoln,Colorado
4.352,Africa,Mischigu,Ethiopia
4.351,North America,Grays Peak,Colorado
4.351,Asia,Lalezaar,Iran
4.350,Asia,Gardounkouh,Iran
4.350,North America,Torreys Peak,Colorado
4.350,North America,Mt Antero,Colorado
4.350,Asia,Nazer,Iran
4.349,North America,Mt Evans,Colorado
4.349,North America,Castle Peak,Colorado
4.345,North America,Longs Peak,Colorado
4.345,North America,Mt Quandary,Colorado
4.343,North America,Mt Wilson,Colorado
4.342,North America,White Mountain,California
4.341,North America,North Palisade,California
4.338,North America,Mt Shavano,Colorado
4.328,North America,Mt Princeton,Colorado
4.328,North America,Polemonium Peak,California
4.328,North America,Starlight,California
4.327,Europe,Nadelhorn,Switzerland/Italy
4.326,North America,Crestone Needle,Colorado
4.325,Asia,Borj,Iran
4.321,Africa,Elgon,Kenya/Uganda
4.320,North America,Mt Bross,Colorado
4.318,Asia,Dokhaharaan,Iran
4.317,North America,El Diente,Colorado
4.317,North America,Mt Shasta,California
4.316,North America,Mt Tabequache,Colorado
4.314,North America,Mt Sill,California
4.314,North America,Sneffels,Colorado
4.314,Europe,Grand Combin,Switzerland/Italy
4.311,North America,Mt Democrat,Colorado
4.302,North America,Pikes Peak,Colorado
4.300,South America,Tres Hermans,Chile
4.300,South America,Cerro Arenas,Chile
4.299,North America,Kit Carson Peak,Colorado
4.296,North America,Snowmass Mountain,Colorado
4.295,North America,Windom,Colorado
4.294,North America,Mt Eolus,Colorado
4.294,Europe,Lenspitze,Switzerland/Italy
4.293,North America,Mt Russell,California
4.291,North America,Mt Humbolt,Colorado
4.286,North America,Mt Sunlight,Colorado
4.286,North America,Split Mountain,California
4.283,North America,Handies,Colorado
4.282,North America,Culebra Peak,Colorado
4.281,North America,Mt Lindsey,Colorado
4.279,North America,Mt Sherman,Colorado
4.279,North America,Mt Little Bear,Colorado
4.279,North America,Redcloud,Colorado
4.275,North America,Mt Pyramid,Colorado
4.274,Europe,Finsteraarhorn,Switzerland
4.273,North America,Wetterhorn,Colorado
4.273,North America,Wilson Peak,Colorado
4.272,North America,North Maroon Bell,Colorado
4.272,North America,Mt San Luis,Colorado
4.269,North America,Holy Cross,Colorado
4.268,North America,Sunshine,Colorado
4.265,Asia,HarzehKouh,Iran
4.264,North America,Mt Humphreys,California
4.263,North America,Mt Stewart,Colorado
4.256,Asia,Lashgarak,Iran
4.253,Asia,Kherschal,Iran
4.253,Asia,Mitionchal,Iran
4.250,Asia,Ghareh Dagh,Iran
4.250,Asia,DoBerar,Iran
4.250,Asia,Siyalan,Iran
4.250,North America,Cofre de Perote,Mexico
4.238,North America,Mt Kennedy,Canada
4.234,Asia,Kamankouh,Iran
4.221,Asia,Zard Kouh,Iran
4.220,Asia,Divchal,Iran
4.220,North America,Tajumulco,Guatemala
4.220,North America,Chichimeco,Mexico
4.216,North America,Mt Iron Nipple,Colorado
4.210,Asia,Kooloon Bastak,Iran
4.208,Asia,Siounza,Iran
4.208,North America,Gannett Peak,Wyoming
4.208,Europe,Jorasses,Italy/France
4.205,North America,Mauna Kea,Hawaii
4.203,Asia,Sarkharsang,Iran
4.197,North America,Grand Teton,Wyoming
4.195,Europe,Aletschhorn,Switzerland
4.194,Asia,Yakhchal,Iran
4.191,North America,Mt Morgan,California
4.189,North America,Mt Hayes,Alaska
4.171,Europe,Dent d'Herens,Switzerland/Italy
4.170,North America,Mauna Loa,Hawaii
4.165,Africa,Toubkal,Morocco
4.162,North America,Mt Tom,California
4.159,Europe,Breithorn,Switzerland/Italy
4.158,North America,Tlaloc,Mexico
4.156,North America,University Peak,California
4.156,Asia,Sarakchal,Iran
4.150,Asia,Oshtoran Kuh,Iran
4.136,Europe,Gelyasm (Resko),Turkey
4.127,Africa,Muhavura,Rwanda/Zaire
4.124,North America,Kings Peak,Utah
4.120,Africa,Schiwana,Ethiopia
4.116,Europe,Buzul (Suppadurek),Turkey
4.108,Asia,Naz o Kahar,Iran
4.105,Europe,Jungfrau,Switzerland
4.103,Asia,Narges,Iran
4.102,Europe,Pic Lori,France
4.100,South America,Catedral,Chile
4.100,Asia,Kal,Iran
4.100,South America,Cerro Retumbadero,Chile
4.099,Europe,M�nch,Switzerland
4.098,North America,Mt Gilbert,Utah
4.097,North America,Mt Emmons,Utah
4.095,Africa,Cameroun,Cameroon
4.094,Oceania,Kinabalu,Malaysia
4.085,North America,Wind River Peak,Wyoming
4.078,Europe,Schreckhorn,Switzerland
4.063,Europe,Ober-Gabelhorn,Switzerland/Italy
4.062,Asia,Kahno,Iran
4.061,Europe,Gran Paradiso,Italy
4.051,North America,Black Mt,California
4.050,South America,Diente del Diablo,Chile
4.049,Europe,Pik Bernina,Switzerland/Italy
4.042,Asia,Taftan,Iran
4.040,Asia,Kharsoun,Iran
4.038,Oceania,Mt Victoria,Papua New Guinea
4.030,North America,Mt Loveina,Utah
4.030,Europe,Krestovski,Russia
4.023,Europe,Weissmies,Switzerland
4.018,Asia,Qurma,Iran
4.017,North America,Marcus Baker,Alaska
4.017,North America,Cloud Peak,Wyoming
4.017,North America,Mt Waddington,Canada
4.015,North America,Silverthrone,Alaska
4.013,Europe,Geant,Italy/France
4.012,North America,Wheeler Peak,New Mexico
4.010,Europe,Lagginhorn,Switzerland
4.006,North America,Francs Peak,Wyoming
4.006,North America,Boundary Peak,California
4.001,Africa,Ol Doinyo Lesatima,Kenya
4.000,Asia,Pasandkouh,Iran
3.998,North America,Mt Lyell,California
3.996,Europe,Fletschhorn,Switzerland
3.995,North America,Trunchas Peak,New Mexico
3.995,North America,Mt Dana,California
3.983,Europe,La Meije,France
3.982,North America,Wheeler Peak,Nevada
3980,Asia,Tezerjan,Iran
3.979,North America,Wilson Peaks,Utah
3.976,North America,Acatenango,Guatemala
3.970,Europe,Eiger,Switzerland
3.969,Europe,Grivola,Italy
3.965,Asia,Tochal,Iran
3.954,North America,Mt Robson,Canada
3.952,Asia,Yu Shan (Jade Mountain),Taiwan
3.946,North America,Mt Owens,Wyoming
3.946,Europe,Mont Pelvoux,France
3.938,North America,Kuna,California
3.934,Europe,Bietschhorn,Switzerland
3.932,Europe,Kackar Dagi,Turkey
3.930,Europe,Ushkovski,Russia
3.921,North America,Mt Parker,California
3.920,Europe,Roseg,Switzerland/Italy
3.917,Europe,Seytan Bogazi,Turkey
3.908,Europe,Palu,Switzerland
3.902,North America,Granite Peak,Montana
3.902,Europe,Ortler,Italy
3.891,North America,Mt Gibbs,California
3.884,Asia,Hsuih Shan,Taiwan
3.878,North America,Mt Peal,Utah
3.875,North America,Blacktop,California
3.870,Europe,Mont Blanc de Cheilon,Switzerland/Italy
3.862,North America,Mt Humphreys,Arizona
3.859,Europe,Konigs,Italy
3.858,North America,Borah Peak,Idaho
3.855,Europe,La Grande Casse,France
3.853,North America,Mt Wood,California
3.850,South America,Mirador del Morado,Chile
3.845,South America,Volcan Lanin,Argentina/Chile
3.841,North America,Gerdine,Alaska
3.841,Europe,Monviso,Italy
3.823,North America,Mt Deborah,Alaska
3.820,North America,Volcan de Colima,Mexico
3.820,Europe,Dolent,Italy/France
3.819,North America,Cerro Chirripo,Costa Rica
3.812,North America,Mt Simmons,California
3.809,Oceania,Kerintji,Indonesia
3.802,North America,Carpe,Alaska
3.797,Europe,Grossglockner,Austria
3.794,The Poles,Mt Erebus,Antarctica
3.792,North America,Mt Baldy,New Mexico
3.789,North America,Mt Santa Maria,Guatemala
3.779,Europe,Mont Pourri,France
3.778,Oceania,Mt Hagen,Papua New Guinea
3.776,Asia,Fuji San,Japan
3.772,Europe,Wildspitze,Austria
3.772,Europe,Peutery,Italy/France
3.766,North America,Mt Agassiz,Arizona
3.764,Europe,Zufall,Italy
3.764,Oceania,Cook,New Zealand
3.763,North America,Fuego,Guatemala
3.760,Asia,Jabal Hadur,Yemen
3.759,North America,Mt Waas,Utah
3.758,North America,Mt Adams,Washington
3.756,Europe,Demirkazik,Turkey
3.752,Europe,Charbonnel,France
3.751,Europe,Grande Sassiere,France
3.749,North America,Mt Lewis,California
3.748,North America,Mt Colombia,Canada
3.746,Asia,Alvand,Iran
3.740,Asia,Lam Whoa Shan,Taiwan
3.739,Europe,Weisskugel,Austria/Italy
3.733,North America,Trout Peak,Wyoming
3.733,North America,Jicarita Peak,New Mexico
3.727,Oceania,Rinjani,Indonesia
3.719,North America,Diamond Peak,Idaho
3.718,Europe,Teide,Canary Is
3.712,Asia,Sahand,Iran
3.711,North America,Mt Delano,Utah
3.711,Africa,Visoke,Rwanda/Zaire
3.703,Asia,Jong Yong Gien Shan,Taiwan
3.701,Europe,Wetterhorn,Switzerland
3.697,Europe,La Dent Parrachee,France
3.694,Europe,Gunnbjorn Fjeld,Denmark/Greenland
3.684,North America,Ibapah Peak,Utah
3.682,North America,Hyndman Peak,Idaho
3.682,Europe,Ostri Tolbachik,Russia
3.681,North America,Fortress Peak,Wyoming
3.677,Oceania,Semeru,Indonesia
3.674,North America,Mt Moriah,Nevada
3.674,Europe,Grossvenediger,Austria
3.669,Europe,Les Bans,France
3.669,Africa,Sabinyo,Uganda/Rwanda/Zaire
3.667,Europe,Mont Collon,Switzerland/Italy
3.665,North America,Mt Witherspoon,Alaska
3.664,Europe,Blumlisalp,Switzerland
3.653,Europe,La Grand Motte,France
3.642,Europe,Cliarforon,Italy
3.640,Europe,Vioz,Italy
3.637,North America,Mt Nebo,Utah
3.637,Europe,Albaron,France
3.634,Africa,Sabinyo,Rwanda/Zaire
3.630,Europe,Dammastock,Switzerland
3.628,North America,Forbes Peak,Canada
3.628,Europe,Hintere Schwarze,Austria/Italy
3.623,North America,North Schell,Nevada
3.619,North America,Assiniboine,Canada
3.614,Europe,T�di,Switzerland
3.612,Europe,Ronce,France
3.605,Asia,Chida Shan,Taiwan
3.605,Europe,Tsanteleina,France/Italy
3.602,North America,Castle Peak,Idaho
3.600,North America,Mt Jefferson,Nevada
3.590,North America,Taiyabe Dome (Arc dome),Nevada
3.587,North America,South Schell,Nevada
3.583,Europe,Gallenstock,Switzerland
3.582,North America,Mt Timpanogos,Utah
3.577,North America,Taft,Nevada
3.565,Europe,Grosswiesbachhorn,Austria
3.562,Europe,Peclet,France
3.556,Europe,Presanella,Italy
3.554,South America,Tronador,Argentina/Chile
3.554,Europe,Adamello Peak,Italy
3.553,Europe,Leone,Switzerland
3.547,North America,Mt Temple,Canada
3.544,Europe,Vertain Spitze,Italy
3.540,North America,Mt Bell,Idaho
3.537,North America,Atitlan,Guatemala
3.534,Europe,Polset,France
3.533,Europe,Wazespitze,Austria
3.510,North America,Currant Peak,Nevada
3.510,Europe,Hochfeiler,Austria/Italy
3.510,Europe,Les Aiguilles D'Arves,France
3.507,Europe,Zuckerhutl,Austria
3.503,Europe,Sustenhorn,Switzerland
3.500,Africa,Yasus,Ethiopia
